id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,protected,default_profile,default_profile_image,user_id,target,raw_label,followers_friends_ratio,favourites_statuses_ratio,statuses_followers_ratio,description_length,username_length,username_digit_count,username_digit_ratio,fullname_length,fullname_word_count,name_equals_username
3019325733,Kip Dynamite,JoeHeadTV,,Full time singer/song writer & sensitive Proud owner of a 50” TV and a working fridge,23454,284,13,4332,0,3106,0,1,0,3019325733,0,human,82.29824561403508,1.3945928548439008,0.1324664250692816,85,9,0,0.0,12,2,0
1038692990,It’s pronounced like Ann-knee,annemuyfresca,TEXA$,A1 SINCE DAY 1 | 4.30.16,808,513,5,12325,0,100989,0,0,0,1038692990,0,human,1.5739299610894941,0.1220516882859689,124.83312731767614,24,13,0,0.0,29,4,0
558652897,ダイエットの名言,_diet_meigen_,,ダイエットの成功を目指す、あなたモチベーションを上げるためのアカウントです。一時間に一回、ダイエットのやる気を出させてくれる名言の数々をつぶやいていきます。 LINEでダイエットサポートのアカウント「ダイエットトレーナー」も展開しているので、登録してみてください。 #LINEでダイエット,136685,0,613,1763,0,35406,0,0,0,558652897,1,bot,136686.0,0.049820656932245036,0.25903896521955433,144,13,0,0.0,8,1,0
14448642,Dinamalar,dinamalarweb,"39, Whites road, Chennai","https://t.co/Jax7cEBSuN is the No.1, Tamil News website in the world. It offers various news like Political,General,Cinema, Sports,Temple news in Tamil language",325236,311,654,14,1,522604,0,0,0,14448642,1,bot,1042.426282051282,2.8702366031706546e-05,1.6068436248028362,160,12,0,0.0,9,1,0
3073042992,副業で稼ぐ＠相互フォロー,happy_osu,,"大学生の時にネットで稼ぎはじめ，そのままOLとなりました！社会人になって時間がなくなりつつも変わらず稼いでいます。18歳以上の女性であればどなたでもできる安全で簡単な仕事ですので気になる方はDM下さい♪
https://t.co/5LGNMiIzhW",3755,4996,1,0,0,24831,0,1,0,3073042992,1,bot,0.7516509905943566,4.027061855670103e-05,6.611288604898829,125,9,0,0.0,12,1,0
278561826,عبدالرحمن البدر,albader900,Riyadh,ممثل وكاتب | https://t.co/CdXThrLQVH,99787,248,124,266,0,874,0,1,0,278561826,1,bot,400.7550200803213,0.30514285714285716,0.008768589409548243,36,10,3,0.3,15,2,0
61484151,Kingsley,kingsleyyy,,I played the role of Brandy in “The Boy Is Mine” in my upstairs hallway in 1999.,790829,320,4406,25209,1,298,0,0,0,61484151,0,human,2463.644859813084,84.31438127090301,0.00037808378539003326,80,10,0,0.0,8,1,0
553785251,العربية مصر,AlArabiya_EGY,Dubai,حساب #العربية الخاص بالأخبار في #مصر,1154173,37,1559,1,1,37704,0,0,0,553785251,1,bot,30373.0,5.304336294921098e-05,0.032668384489686994,36,13,0,0.0,11,2,0
14897840,ABC 7 News - WJLA,ABC7News,"Washington, DC","Breaking news, weather, sports and information for the Washington, D.C. area from the ABC 7 Newsroom.",151634,901,2824,4685,1,279822,0,0,0,14897840,1,bot,168.109756097561,0.016746300339857696,1.8453721106604675,101,8,1,0.125,17,5,0
943073006,صحيفة أوان الكويتية,awan_kuwait,الكويت,أوان دائماً معك حيث تكون وفي كل لحظة.,99661,67618,90,22,0,30789,0,0,0,943073006,1,bot,1.4738756858279478,0.0007469957778499513,0.30894423150247835,37,11,0,0.0,19,3,0
16667262,Jillian Michaels,JillianMichaels,"Los Angeles, CA",Leading fitness expert & world renowned life coach. Checkout my #JillianMichaelsApp for personalized workouts and meal plans,1749279,119,10702,6789,1,18357,0,0,0,16667262,0,human,14577.333333333334,0.3698659984747794,0.010494603494008964,124,15,0,0.0,16,2,0
135938060,Annie García Hdez,aninisis,Guadalajara,"Quiero saber todo lo que se pueda saber; me hago responsable de lo que digo, no de lo que entiendas. Casada con @mariocobos",1033,1814,31,2111,0,22692,0,0,0,135938060,0,human,0.5696969696969697,0.0930683470673776,21.9468085106383,123,8,0,0.0,17,3,0
168789642,marci nelson,1jedi2,"Lacey, WA","*Illusion of Democracy*
*Silence IS Complicity.*
*#25thAmendmentNOW!*
*They got money for Wars, but Can't Feed The Poor!- TuPac.*
*Coup d'état*",1557,4281,64,6601,0,95717,0,0,0,168789642,1,bot,0.3638486688463335,0.06897344282162185,61.436456996148905,143,6,2,0.3333333333333333,12,2,0
766852874,Anne Nishadi,Annenishadi,USA,"Hi, I am Anne Nishadi",29294,7010,101,840,0,37567,0,0,0,766852874,1,bot,4.178433889602054,0.022386073253833048,1.2824031404676566,21,11,0,0.0,12,2,0
558572709,AS Monaco 🇲🇨,AS_Monaco,Monaco,Twitter officiel de l’AS Monaco ! 🇬🇧@as_monaco_en 🇧🇷@as_monaco_br 🇪🇸@as_monaco_es 🎮@ASMonacoEsports,2063542,346,2427,2365,1,53732,0,0,0,558572709,0,human,5946.809798270893,0.044032531219176295,0.02603919569400783,99,9,0,0.0,12,3,0
227296786,مجموعة الطيار للسفر,altayyaronline,Saudi Arabia,"الحساب الرسمي لمجموعة الطيار للسفر والسياحة المساهمة المدرجة في السوق السعودي. 

خدمة العملاء: 920012333",249730,56,418,87,1,35944,0,0,0,227296786,1,bot,4381.245614035088,0.0024481847266657393,0.1439348739243426,104,14,0,0.0,19,3,0
147233107,おなかちゃん／kenken76,as_kenken76,神奈川県川崎市中原区,ハロヲタ兼鉄ヲタ。一応、現場系。Juice=JuiceやBitter&Sweetの現場に主に出現しますが、ずっと「team℃-ute」です。長文投稿が多く、時には連投することもあります。うるさい場合は適宜処理なさってください。表示名が変わった件については気にしないでください。,1122,646,39,7671,0,71620,0,1,0,147233107,0,human,1.7357032457496135,0.10711942028176094,63.776491540516474,138,11,2,0.18181818181818182,15,1,0
399830372,Jose Rebolledo,1JOSE_JOSE_JOSE,Hey there!,|Eastern Kentucky University| |BBN| |ΠΚΑ|,862,503,4,24455,0,5990,0,0,0,399830372,0,human,1.7123015873015872,4.082123184777166,6.942062572421785,41,15,1,0.06666666666666667,14,2,0
22885574,Leo Jaime,LeoJaime,Rio de Janeiro,metamorfose ambulante from mars. https://t.co/jAeuneV9eG,935068,1185,3063,23884,1,81189,0,0,0,22885574,0,human,788.4224283305227,0.29418647616701565,0.08682781698462894,56,8,0,0.0,9,2,0
330432644,Mercedes Lambre 🎀,Mechilambre,Argentina,Actriz Argentina🇦🇷Mi frase favorita en el mundo: Todo lo puedo en Cristo que me fortalece 💘 💪🏻 Filipenses 4:13 Redes:  Manager: Jorge Galli,1073392,535,1603,7074,1,5523,0,0,0,330432644,0,human,2002.5988805970148,1.2807748008689355,0.005146297767919112,139,11,0,0.0,17,3,0
338163791,江崎びす子@2/9原宿イベント,5623V,Tokyo Harajuku,「病みかわいい」の人です。イラストレーター・漫画家・デザイナー・モデル。(@ppg_5623V)(@5623V2)(@manapis_5623)(@usatan_mhc)(@yumekawaboys)(@B_S_K_E_Z_K )【ezakibisuko@gmail.com】☜ご連絡はコチラ,156108,4603,2203,29923,0,35313,0,0,0,338163791,0,human,33.90725456125109,0.8473693152857223,0.2262137352747119,146,5,4,0.8,15,1,0
115637932,Koolinvestor,atchutneelam,,Real Estate Investor : Entrepreneur :,47798,112656,1292,13922,0,117603,0,0,0,115637932,1,bot,0.42428788268815965,0.11838883031189415,2.4603862005481285,37,12,0,0.0,12,1,0
81225298,Gui,Aguinaldinho,Minas Gerais,"meu animal de estimação se chama 'paz, amor, luz, vida nova' assim posso invocar coisas boas sempre que for chamar por ele. contatoaguinaldinho@live.com 📧",736785,285,1608,21387,0,88262,0,0,0,81225298,0,human,2576.1748251748254,0.24232124446257208,0.11979462150475172,154,12,0,0.0,3,1,0
415745334,Definitely A Douche,DefinitelyaDbag,,All things that make someone...Definitely a Douchebag,86958,71070,176,77,0,84655,0,0,0,415745334,1,bot,1.2235510967905334,0.0009213759213759214,0.9735162547867385,53,15,0,0.0,19,3,0
2904024759,Buggy!,Bkeepitreal,WestBank!,MillyBrother,1512,1072,4,3733,0,21248,0,0,0,2904024759,0,human,1.4100652376514446,0.1757259165137183,14.044282881692002,12,11,0,0.0,6,1,0
113125130,Ali Saffari A.,AliSaffari26,Panama,,860,302,2,347,0,28574,0,0,0,113125130,0,human,2.8415841584158414,0.012178477690288713,33.18815331010453,0,12,2,0.16666666666666666,14,3,0
18131961,Ken Jeong,kenjeong,,Instagram model.,821272,1730,7282,60604,1,39600,0,0,0,18131961,0,human,474.45002888503757,1.5303906467008408,0.048219045311364186,16,8,0,0.0,9,2,0
72047325,Lili Estefan,LiliEstefan,"Miami, Florida",TWITTER OFICIAL desde JUNIO del 2011 | TV Host for UNIVISION Network @ELGORDOYLAFLACA l Facebook Oficial: http://t.co/JFyNICsbIg,1040549,1105,2220,11826,1,15496,0,0,0,72047325,0,human,940.8227848101266,0.7631799703168355,0.014893085387535438,128,11,0,0.0,12,2,0
23536653,Orlando Alzugaray,BigOShow,"Miami, Florida","Starting March 1st @1210TheMan 3-6pm, Host @SiriusXM @MaddogRadio Ch. 82 Sat 3-7pm & Sun 3-7pm. Columnist @TheAthleticMIA. #Podcast search #BigORadioShow",104027,81261,523,29717,1,164130,0,0,0,23536653,1,bot,1.2801555462577834,0.1810626877311416,1.5777579113315645,153,8,0,0.0,17,2,0
312960864,ふじーひろし,sokohaka_fuzy,山梨県八王子市,1969年京都生まれ。ライターを経て現職：瘋癲（ふうてん）。年に数回壊れますが基本的にはくだらないことしかつぶやきません。関連アカウント：勝手邦題bot→@katte_houdai,1427,1638,43,2643,0,132682,0,0,0,312960864,1,bot,0.8712629652226968,0.01992719489309105,92.91526610644257,90,13,0,0.0,6,1,0
90997089,Hector Contreras,contrerashector,,"sígueme en Instagram @contrerashector
Manager @chynomiranda

TV host. DJ. 
Mi gran amor la radio",87200,1226,229,3778,0,12397,0,0,0,90997089,0,human,71.06845965770171,0.3048072269720923,0.14217726860930494,96,15,0,0.0,16,2,0
144666448,Alejandro Gil,AleEnForma,Caracas,Co-Fundador de @EstandoEnForma. Conferencista. Egresado de la Facultad de Ciencias UCV. Advanced Fitness Trainer Specialist(IFBB). 📩ale@estandoenforma.net,88539,69,517,23,0,70107,0,0,0,144666448,1,bot,1264.857142857143,0.00034232897814800024,0.7918229049017393,154,10,0,0.0,13,2,0
251724140,Litigation Edge,LitigationEdge,Singapore,"​Asia's Premier #LitSupport, Paper & #eDiscovery Consultants and Cloud-based #DocReview Provider. #DataProtection #AI #DataCollection",1265,885,147,374,0,9250,0,0,0,251724140,1,bot,1.4288939051918736,0.04053615825316182,7.307266982622433,133,14,0,0.0,15,2,0
124266832,Chilevision,chilevision,Santiago de Chile,Twitter oficial de Chilevisión #VamosContigoCHV 😉,1323493,2074,1779,2814,1,180339,0,0,0,124266832,1,bot,637.8284337349397,0.015609404458245536,0.1362605346151928,49,11,0,0.0,11,1,1
105970552,アシケンタ,art_d_ashiken,TOKYO,アートディレクター、グラフィックデザイナー。呼吸するように創ってます。ネコとジムとヒロアカが病的に好きです。ヒロアカ3期は神ターン。オールマイト好きすぎます。口癖は「ジム行こ」です。,1145,329,21,876,0,51563,0,0,0,105970552,0,human,3.4727272727272727,0.017007990070591887,44.99476439790576,91,13,0,0.0,5,1,0
4080133834,Adams,WritersUSA,"Dubai, United Arab Emirates",,819,92,1612,0,0,374878,0,1,0,4080133834,1,bot,8.817204301075268,2.667527388837465e-06,457.16951219512197,0,10,0,0.0,5,1,0
2431613352,干物妹キョロ,reonnopiopi,,アカウント変えました→@UMRUMR123,654,968,18,72290,0,100502,0,1,0,2431613352,1,bot,0.675954592363261,0.719291961433987,153.43969465648854,21,11,0,0.0,6,1,0
2590473956,Magui,DanuInsua,,"https://t.co/sxmjNI7QEj 
https://t.co/F8S6ZPLCdL",1293,1219,5,5828,0,25176,0,0,0,2590473956,0,human,1.060655737704918,0.23152083250585853,19.456723338485318,48,9,0,0.0,5,1,0
36204399,Destructoid,destructoid,"San Francisco, CA",video games. updates all day every day,309042,133,2451,414,1,95371,0,0,0,36204399,1,bot,2306.291044776119,0.004351381956968502,0.30860430425539487,38,11,0,0.0,11,1,1
343791862,Danny Sheridan,DannySheridan1,,Handicapper & Sports Analyst for USA TODAY,428415,723,549,15,0,16119,0,1,0,343791862,0,human,591.7348066298342,0.0009925558312655087,0.03762697938452345,42,14,1,0.07142857142857142,14,2,0
872978711116746752,سليمان الرشيدي,3bs_sa,"شاطئ نصف القمر, المملكة العربية السعودية",,225,383,0,0,0,1179,0,1,0,872978711116746752,1,bot,0.5885416666666666,0.000847457627118644,5.221238938053097,0,6,1,0.16666666666666666,14,2,0
2385417602,さば@GR城ホ12/8.9余韻,3838mckrl,三重⇆名古屋 ときどき関西,うたプリに貢ぎ続けるロデオガール🐮🤘初ライブはBUMPのホームシップ衛星✩スタバ歴は10年以上☕️BROTHERS CONFLICT/夏目友人帳/進撃の巨人/マクロスF/イナイレ/CCさくら/文スト/RAD/Gero/SHiN,473,432,16,35517,0,48254,0,1,0,2385417602,1,bot,1.094688221709007,0.7360480779193866,101.80379746835443,113,9,4,0.4444444444444444,15,1,0
625458452,キノピオ,DSkinopio_bot,キノコキャニオン,いただきストリートＤＳに登場するキノピオのセリフを集めたbotです。３０分に１度ツイートします。作成者→@kino777777,1279,1674,17,0,0,83740,0,1,0,625458452,1,bot,0.764179104477612,1.1941581781922833e-05,65.42265625,63,13,0,0.0,4,1,0
506437283,‎علوشش #أههليجده.🇸🇦MBS,ali_alsbai,Jeddah ,..الله ثم المليك والوطنء 🖐🏻🇸🇦💚. لاتجادلني في عِشق الملككي أذهب وشجع من تشاء واتركني اهلاوي اليوم وغداً وإلآ الابد .. AHLI.Jeddah💚,13348,16827,31,6523,0,133138,0,0,0,506437283,0,human,0.793261231281198,0.04900141956902185,9.973705895572703,129,10,0,0.0,22,2,0
177194756,Государственная Дума,dumagovru,"Россия, Москва",Официальные новости Государственной Думы Федерального Собрания Российской Федерации. For English tweets follow https://t.co/mcL09caVPr,931011,168,1630,155,1,15748,0,0,0,177194756,1,bot,5508.94674556213,0.009905390818464664,0.01691600108269281,134,9,0,0.0,20,2,0
628092930,Joven Poeta ღ,CitasDePoeta,Latinoamerica,"Créeme, lo pudimos ser todo incluso cuando no éramos nada. #FollowBack #mgwv #Siguemeytesigo",102646,39725,213,107562,0,15448,0,0,0,628092930,0,human,2.5838745406031314,6.962457116965499,0.15050610344189308,92,12,0,0.0,13,3,0
49337907,beerboy,ibeerboy,โลกใบนี้,ชื่อเบียร์นะ ไม่ใช่บอย กำลังพยายามหัดวาดรูป #ทาสแมว,207945,1056,116,98,0,180558,0,1,0,49337907,1,bot,196.73226111636708,0.000548297232483565,0.8682975387841074,51,8,0,0.0,7,1,0
2920864913,Chistes En Twits,ChistesEnTwits,Dominican Republic,"Chistes, Indirectas y Frases para que pases buen rato en Twitter. CONTACTO/PUBLICIDAD: johanpublicidad@yahoo.com",33270,1883,50,578,0,2902,0,0,0,2920864913,1,bot,17.659766454352443,0.1994488460213572,0.08725316341558714,112,14,0,0.0,16,3,0
155769461,Natalie Vertiz,natvertiz,"Lima, Peru",Fashion Is My Passion❤️✨ love can change the world 🌎 #SuckerforLiam,1049130,522,877,18129,0,13284,0,0,0,155769461,0,human,2005.9866156787764,1.3646970267218668,0.012662860977323137,67,9,0,0.0,14,2,0
124405878,#ConElPezHastaElFinal,Dorados,"Culiacán, Sinaloa, México.",Cuenta Oficial del Club Social y Deportivo Dorados de Sinaloa que juega en el @AscensoMX,172757,196,450,13152,1,62725,0,0,0,124405878,1,bot,876.9441624365483,0.20968976182125434,0.3630859352388891,88,7,0,0.0,21,1,0
102200239,Helga PaClassi,CultClassiq,Baltimore-Washington Parkway,"Best friend's sister, grown woman and all. Host of #CultTV, an interactive talk show where culture connects. Tune in via IG live | TUES 9 PM 😹 =/= DM",1430,1421,40,26820,0,83296,0,0,0,102200239,0,human,1.0063291139240507,0.3219923886814651,58.208944793850456,149,11,0,0.0,14,2,0
388502138,Cristian Rodriguez,Cristian__Ro,Buenos Aires,"Mi tesoro mas lindo                                                    @LAA_R_🌎✈️.                                          Forex🔥DELTA. 
 Platinum 1000| IML",1221,578,17,50344,0,85674,0,0,0,388502138,0,human,2.1105354058721932,0.5876276626787278,70.11047463175123,157,12,0,0.0,18,2,0
71382295,Steph,Stephbutta,NYC,"I’m here to raise awareness & to talk my shit.

• IG: @stephbutta
• Awareness Blog IG: @_spooniewarrior_

#FUCKLUPUS
#LupusWarrior
💜🎗",952,942,17,1831,0,101693,0,0,0,71382295,1,bot,1.0106044538706256,0.01801482880012587,106.7093389296957,133,10,0,0.0,5,1,0
315895692,Allie Pugh,allie_pugh7,,😊❤️⭐️💃🏼🌴☀️🍦,1012,817,5,3109,0,49500,0,0,0,315895692,0,human,1.2383863080684596,0.06282701359568493,48.86574531095755,11,11,1,0.09090909090909091,10,2,0
767184145,صحيفة أضواء الوطن,adwaalwatan,"الرياض, المملكة العربية السعود","‏‏صحيفة أضواء الوطن | صحيفة مرخصة من قبل وزارة الإعلام |  للتواصل مع رئيس التحرير ‎‎@basheersaad | للتواصل معنا 
info@adwaalwatan.com",139483,5,121,59,0,100651,0,0,0,767184145,1,bot,23247.333333333332,0.000596113341016572,0.7216024777035359,133,11,0,0.0,17,3,0
1329900518,novo: @RelatosFrases,FraseFilipeRet,,"Mudamos o user, as frases do Ret continua no twitter: @RelatosFrases",405,241,0,0,0,178,0,0,0,1329900518,0,human,1.677685950413223,0.00558659217877095,0.4408866995073892,68,14,0,0.0,20,2,0
737081035,Aj KLUI,AjKLUI,,อาจารย์ขลุ่ย ( Facecook Page : Aj KLUI ),191735,133,78,5752,0,25498,0,1,0,737081035,0,human,1430.865671641791,0.22561669085062158,0.1329901531272166,40,6,0,0.0,7,2,0
221394758,iFrasesCortaspe,ifrasescortas,"Lima, Peru","Estoy aquí para salvar y proteger al planeta de la destrucción, tengo el superpoder de la moral y el bien.",962391,134,2769,7898,0,15746,0,0,0,221394758,0,human,7128.829629629629,0.5016193560678225,0.01636235546430145,106,13,0,0.0,15,1,0
1490300052,Bernice Fischer,Bernice_Fischer,Cape Town / Kapstadt,"Author / Autorin of JEFF MADISON #fantasybooks and #audiobooks, Voice Arts® nominee 2015 & 2016, Poet of magic spells. #IFNRTG",56051,2134,1152,886,0,129023,0,0,0,1490300052,1,bot,26.253864168618268,0.00687468998015873,2.301862556197816,126,15,0,0.0,15,2,0
225987587,Christina,bobeina,"Missoula, MT","I will steal your woman, sir🌈",1095,629,6,47786,0,69610,0,0,0,225987587,0,human,1.7396825396825397,0.6864863311832899,63.51368613138686,29,7,0,0.0,9,1,0
84219696,Larissa Riquelme,lari_riquelme,"Asunción, Paraguay","Modelo, Actriz, Tapas de las mejores Revistas del Mundo.🌎 📷 https://t.co/fRCJ8fBYV6 Contratos: liliberifru@hotmail.com 💍 @fabbrojony17  ❤️",899817,42,4655,117,1,18659,0,0,0,84219696,0,human,20926.0,0.0063236870310825295,0.020737526922110915,138,13,0,0.0,16,2,0
1081279532,Science Fan,ScienceFan4,Milky Way,,854,1301,126,22,0,91147,0,1,0,1081279532,1,bot,0.6566820276497696,0.00025233685873524375,106.60584795321637,0,11,1,0.09090909090909091,11,2,0
59985934,Italo #IR4M,italoomult,"Embu, São Paulo",Instagram - https://t.co/SP9FCO1R8K Facebook - https://t.co/US5OeeSYJG Publicidade: canalitalomatheus@hotmail.com,207868,44,0,45734,0,405220,0,0,0,59985934,1,bot,4619.311111111111,0.11286433822531408,1.9494056352799118,113,10,0,0.0,11,2,0
2895024571,ㅤ,DearBrokenMsgs,usa,,220693,209100,255,24,0,5191,0,1,0,2895024571,0,human,1.0554421069244049,0.004815100154083205,0.023525786836071663,0,14,0,0.0,1,1,0
44310851,Rustem,Rustemka,,,1324,1889,0,0,0,5150,0,1,0,44310851,1,bot,0.701058201058201,0.00019413706076490002,3.8875471698113206,0,8,0,0.0,6,1,0
2379160873,club ROSARIO,_clubROSARIO_,大阪市中央区東心斎橋2-4-6 さよかビル2F,ミナミで最も勢いのあるホストクラブグループ、GO Group 5号店！！ROSARIO ロザリオです！,745,825,5,1,0,9559,0,0,1,2379160873,1,bot,0.9031476997578692,0.00020920502092050208,12.815013404825738,51,13,0,0.0,12,2,0
1209342523,The Originals,cworiginals,,Official account for #TheOriginals | Watch @cwlegacies  Thursday at 9/8c on The CW | Stream free only on The CW App!,1717111,59,2100,607,1,4465,0,0,0,1209342523,0,human,28618.533333333333,0.1361397223466189,0.002600878684675199,116,11,0,0.0,13,2,0
117202778,laura 🌻,Jai5SOS,5/4 ,"being a fangirl is so hard, my idols should pay me.👽 || lauragarciaj 👻 || ✨🌙",78610,89747,524,91774,0,136745,0,0,0,117202778,0,human,0.8759080982306012,0.6711348046743597,1.7395275470354021,76,7,1,0.14285714285714285,7,2,0
2729506932,Twinkle Khanna,mrsfunnybones,,A bona fide member of an ambiguous tribe of the new age Indian woman; heavily armed with the weapons of my choice : google and lame jokes.,5120701,82,953,1038,1,5458,0,1,0,2729506932,0,human,61695.20481927711,0.19032789888257923,0.0010660647700256722,138,13,0,0.0,14,2,0
522220085,Indonesia Traveling,IDTraveling,Indonesia,"We Love Indonesian, info, traveling, social culture. #IDTraveling #IDTravelovers | Media Partner CP: 0812 9535 2255. / email: yukstraveling@gmail.com",92606,29,133,60,0,8594,0,0,0,522220085,0,human,3086.9,0.007097149505526469,0.09281155852149406,149,11,0,0.0,19,2,0
2477327017,sr anitto 🐷,AnittaVerdades,Brasil,"Fã clube da cantora Anitta, informação e entretenimento!! Comentarista de BBB também!!!",3089,3907,19,10586,0,28848,0,0,0,2477327017,1,bot,0.7906857727737974,0.3669797913272557,9.336245954692556,87,14,0,0.0,11,3,0
1972216999,د. عبدالله النفيسي,DrAlnefisi,,الحساب الرسمي الوحيد د.عبدالله فهد النفيسي أستاذ العلوم السياسية University of Cambridge - Churchill College - UK- 1972 - Ph.D,2492897,0,4265,2,0,3113,0,1,0,1972216999,0,human,2492898.0,0.0009633911368015414,0.0012491485812897278,126,10,0,0.0,18,3,0
358233640,Matt Smith,13mattsmith,"St Petersburg, FL",wise words from an indecent man,847,1138,2,14636,0,36423,0,1,0,358233640,0,human,0.7445127304653204,0.4018504282890402,42.95283018867924,31,11,2,0.18181818181818182,10,2,0
1160675580,البدر اللحاوي  1M,7b000,,أستغفر الله العلي العظيم وأتوب إليه..-Saudi Arabia.. #الجوف_طبرجل #الخاص_مهمل...,1179313,1180137,462,12,0,11590,0,1,0,1160675580,0,human,0.9993017765718925,0.001121559830903287,0.009828595268096537,80,5,4,0.8,17,3,0
2161115061,Kierra Coffey,coffeycakes_23,,Im an asshole 017' 860.... ✈️ 386,905,1437,2,11921,0,9259,0,1,0,2161115061,0,human,0.6300417246175244,1.2874730021598273,10.22075055187638,33,14,2,0.14285714285714285,13,2,0
57339160,CNBC Africa,cnbcafrica,Africa,"Find breaking news, multimedia, videos, reviews and opinions on African business, finance, private equity infrastructure and more. Watch CNBC Africa on DStv 410",198552,620,1721,518,1,78596,0,0,0,57339160,1,bot,319.73107890499193,0.006603305469674415,0.3958489672782582,160,10,0,0.0,11,2,0
15371662,MERALCO,meralco,Philippines,The OFFICIAL Twitter Account of the Manila Electric Company. Call Center: 16211 SMS Messaging: 0920-9716211(SMART)/0917-5516211(GLOBE)/0925-7716211 (SUN),2155295,23915,1513,1290,0,166374,0,0,0,15371662,1,bot,90.11941796287005,0.007759579263711495,0.07719357341172628,153,7,0,0.0,7,1,1
3313360990,Dawn French,Dawn_French,UK,"Official Twotting account for actress, author , nosey parker, mumpsimus, thalassophile and giddy eejit, Dawny McFrenchface.",321150,1077,638,19332,1,4272,0,1,0,3313360990,0,human,297.91372912801484,4.524455885794524,0.013305267615545336,123,11,0,0.0,11,2,0
105783456,たっぷ,tapsansan,神奈川・池袋,水曜どうでしょう、CUE、ナックスさん達が好きな神奈川県民です。ゴリパラも最近好きです。お気軽にフォローミーヾ(´ω｀＝´ω｀)ノ,920,716,73,909,0,80840,0,0,0,105783456,1,bot,1.284518828451883,0.011256664316374117,87.77524429967427,65,9,0,0.0,3,1,0
39927901,Nadeem Malik,nadeemmalik,ISLAMABAD,#NadeemMalikLive -:- (Mon to Thur 8pm 🇵🇰) Only ID on Facebook & Twitter @nadeemmalik (Managed by Team) - Watch Live: https://t.co/5AFyN8DpmD,2303744,498,1219,1,1,2397,0,0,0,39927901,0,human,4616.723446893788,0.0008340283569641367,0.0010409138164163135,140,11,0,0.0,12,2,0
1607223709,Indo_nesia3,Indo_nesia3,NOT FOUND,cc @akbarriyan,786,10,87,0,0,31453,0,1,0,1607223709,1,bot,71.54545454545455,3.179245882876582e-05,39.96696315120712,14,11,1,0.09090909090909091,11,1,1
