id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,protected,default_profile,default_profile_image,user_id,target,raw_label
338163791,江崎びす子@2/9原宿イベント,5623V,Tokyo Harajuku,「病みかわいい」の人です。イラストレーター・漫画家・デザイナー・モデル。(@ppg_5623V)(@5623V2)(@manapis_5623)(@usatan_mhc)(@yumekawaboys)(@B_S_K_E_Z_K )【ezakibisuko@gmail.com】☜ご連絡はコチラ,156108,4603,2203,29923,False,35313,False,False,False,338163791,0,human
115637932,Koolinvestor,atchutneelam,,Real Estate Investor : Entrepreneur :,47798,112656,1292,13922,False,117603,False,False,False,115637932,1,bot
81225298,Gui,Aguinaldinho,Minas Gerais,"meu animal de estimação se chama 'paz, amor, luz, vida nova' assim posso invocar coisas boas sempre que for chamar por ele. contatoaguinaldinho@live.com 📧",736785,285,1608,21387,False,88262,False,False,False,81225298,0,human
415745334,Definitely A Douche,DefinitelyaDbag,,All things that make someone...Definitely a Douchebag,86958,71070,176,77,False,84655,False,False,False,415745334,1,bot
2904024759,Buggy!,Bkeepitreal,WestBank!,MillyBrother,1512,1072,4,3733,False,21248,False,False,False,2904024759,0,human
113125130,Ali Saffari A.,AliSaffari26,Panama,,860,302,2,347,False,28574,False,False,False,113125130,0,human
18131961,Ken Jeong,kenjeong,,Instagram model.,821272,1730,7282,60604,True,39600,False,False,False,18131961,0,human
72047325,Lili Estefan,LiliEstefan,"Miami, Florida",TWITTER OFICIAL desde JUNIO del 2011 | TV Host for UNIVISION Network @ELGORDOYLAFLACA l Facebook Oficial: http://t.co/JFyNICsbIg,1040549,1105,2220,11826,True,15496,False,False,False,72047325,0,human
23536653,Orlando Alzugaray,BigOShow,"Miami, Florida","Starting March 1st @1210TheMan 3-6pm, Host @SiriusXM @MaddogRadio Ch. 82 Sat 3-7pm & Sun 3-7pm. Columnist @TheAthleticMIA. #Podcast search #BigORadioShow",104027,81261,523,29717,True,164130,False,False,False,23536653,1,bot
312960864,ふじーひろし,sokohaka_fuzy,山梨県八王子市,1969年京都生まれ。ライターを経て現職：瘋癲（ふうてん）。年に数回壊れますが基本的にはくだらないことしかつぶやきません。関連アカウント：勝手邦題bot→@katte_houdai,1427,1638,43,2643,False,132682,False,False,False,312960864,1,bot
90997089,Hector Contreras,contrerashector,,"sígueme en Instagram @contrerashector
Manager @chynomiranda

TV host. DJ. 
Mi gran amor la radio",87200,1226,229,3778,False,12397,False,False,False,90997089,0,human
144666448,Alejandro Gil,AleEnForma,Caracas,Co-Fundador de @EstandoEnForma. Conferencista. Egresado de la Facultad de Ciencias UCV. Advanced Fitness Trainer Specialist(IFBB). 📩ale@estandoenforma.net,88539,69,517,23,False,70107,False,False,False,144666448,1,bot
251724140,Litigation Edge,LitigationEdge,Singapore,"​Asia's Premier #LitSupport, Paper & #eDiscovery Consultants and Cloud-based #DocReview Provider. #DataProtection #AI #DataCollection",1265,885,147,374,False,9250,False,False,False,251724140,1,bot
124266832,Chilevision,chilevision,Santiago de Chile,Twitter oficial de Chilevisión #VamosContigoCHV 😉,1323493,2074,1779,2814,True,180339,False,False,False,124266832,1,bot
105970552,アシケンタ,art_d_ashiken,TOKYO,アートディレクター、グラフィックデザイナー。呼吸するように創ってます。ネコとジムとヒロアカが病的に好きです。ヒロアカ3期は神ターン。オールマイト好きすぎます。口癖は「ジム行こ」です。,1145,329,21,876,False,51563,False,False,False,105970552,0,human
4080133834,Adams,WritersUSA,"Dubai, United Arab Emirates",,819,92,1612,0,False,374878,False,True,False,4080133834,1,bot
2431613352,干物妹キョロ,reonnopiopi,,アカウント変えました→@UMRUMR123,654,968,18,72290,False,100502,False,True,False,2431613352,1,bot
2590473956,Magui,DanuInsua,,"https://t.co/sxmjNI7QEj 
https://t.co/F8S6ZPLCdL",1293,1219,5,5828,False,25176,False,False,False,2590473956,0,human
36204399,Destructoid,destructoid,"San Francisco, CA",video games. updates all day every day,309042,133,2451,414,True,95371,False,False,False,36204399,1,bot
343791862,Danny Sheridan,DannySheridan1,,Handicapper & Sports Analyst for USA TODAY,428415,723,549,15,False,16119,False,True,False,343791862,0,human
872978711116746752,سليمان الرشيدي,3bs_sa,"شاطئ نصف القمر, المملكة العربية السعودية",,225,383,0,0,False,1179,False,True,False,872978711116746752,1,bot
2385417602,さば@GR城ホ12/8.9余韻,3838mckrl,三重⇆名古屋 ときどき関西,うたプリに貢ぎ続けるロデオガール🐮🤘初ライブはBUMPのホームシップ衛星✩スタバ歴は10年以上☕️BROTHERS CONFLICT/夏目友人帳/進撃の巨人/マクロスF/イナイレ/CCさくら/文スト/RAD/Gero/SHiN,473,432,16,35517,False,48254,False,True,False,2385417602,1,bot
625458452,キノピオ,DSkinopio_bot,キノコキャニオン,いただきストリートＤＳに登場するキノピオのセリフを集めたbotです。３０分に１度ツイートします。作成者→@kino777777,1279,1674,17,0,False,83740,False,True,False,625458452,1,bot
506437283,‎علوشش #أههليجده.🇸🇦MBS,ali_alsbai,Jeddah ,..الله ثم المليك والوطنء 🖐🏻🇸🇦💚. لاتجادلني في عِشق الملككي أذهب وشجع من تشاء واتركني اهلاوي اليوم وغداً وإلآ الابد .. AHLI.Jeddah💚,13348,16827,31,6523,False,133138,False,False,False,506437283,0,human
177194756,Государственная Дума,dumagovru,"Россия, Москва",Официальные новости Государственной Думы Федерального Собрания Российской Федерации. For English tweets follow https://t.co/mcL09caVPr,931011,168,1630,155,True,15748,False,False,False,177194756,1,bot
628092930,Joven Poeta ღ,CitasDePoeta,Latinoamerica,"Créeme, lo pudimos ser todo incluso cuando no éramos nada. #FollowBack #mgwv #Siguemeytesigo",102646,39725,213,107562,False,15448,False,False,False,628092930,0,human
49337907,beerboy,ibeerboy,โลกใบนี้,ชื่อเบียร์นะ ไม่ใช่บอย กำลังพยายามหัดวาดรูป #ทาสแมว,207945,1056,116,98,False,180558,False,True,False,49337907,1,bot
2920864913,Chistes En Twits,ChistesEnTwits,Dominican Republic,"Chistes, Indirectas y Frases para que pases buen rato en Twitter. CONTACTO/PUBLICIDAD: johanpublicidad@yahoo.com",33270,1883,50,578,False,2902,False,False,False,2920864913,1,bot
155769461,Natalie Vertiz,natvertiz,"Lima, Peru",Fashion Is My Passion❤️✨ love can change the world 🌎 #SuckerforLiam,1049130,522,877,18129,False,13284,False,False,False,155769461,0,human
124405878,#ConElPezHastaElFinal,Dorados,"Culiacán, Sinaloa, México.",Cuenta Oficial del Club Social y Deportivo Dorados de Sinaloa que juega en el @AscensoMX,172757,196,450,13152,True,62725,False,False,False,124405878,1,bot
102200239,Helga PaClassi,CultClassiq,Baltimore-Washington Parkway,"Best friend's sister, grown woman and all. Host of #CultTV, an interactive talk show where culture connects. Tune in via IG live | TUES 9 PM 😹 =/= DM",1430,1421,40,26820,False,83296,False,False,False,102200239,0,human
388502138,Cristian Rodriguez,Cristian__Ro,Buenos Aires,"Mi tesoro mas lindo                                                    @LAA_R_🌎✈️.                                          Forex🔥DELTA. 
 Platinum 1000| IML",1221,578,17,50344,False,85674,False,False,False,388502138,0,human
71382295,Steph,Stephbutta,NYC,"I’m here to raise awareness & to talk my shit.

• IG: @stephbutta
• Awareness Blog IG: @_spooniewarrior_

#FUCKLUPUS
#LupusWarrior
💜🎗",952,942,17,1831,False,101693,False,False,False,71382295,1,bot
315895692,Allie Pugh,allie_pugh7,,😊❤️⭐️💃🏼🌴☀️🍦,1012,817,5,3109,False,49500,False,False,False,315895692,0,human
767184145,صحيفة أضواء الوطن,adwaalwatan,"الرياض, المملكة العربية السعود","‏‏صحيفة أضواء الوطن | صحيفة مرخصة من قبل وزارة الإعلام |  للتواصل مع رئيس التحرير ‎‎@basheersaad | للتواصل معنا 
info@adwaalwatan.com",139483,5,121,59,False,100651,False,False,False,767184145,1,bot
1329900518,novo: @RelatosFrases,FraseFilipeRet,,"Mudamos o user, as frases do Ret continua no twitter: @RelatosFrases",405,241,0,0,False,178,False,False,False,1329900518,0,human
737081035,Aj KLUI,AjKLUI,,อาจารย์ขลุ่ย ( Facecook Page : Aj KLUI ),191735,133,78,5752,False,25498,False,True,False,737081035,0,human
221394758,iFrasesCortaspe,ifrasescortas,"Lima, Peru","Estoy aquí para salvar y proteger al planeta de la destrucción, tengo el superpoder de la moral y el bien.",962391,134,2769,7898,False,15746,False,False,False,221394758,0,human
1490300052,Bernice Fischer,Bernice_Fischer,Cape Town / Kapstadt,"Author / Autorin of JEFF MADISON #fantasybooks and #audiobooks, Voice Arts® nominee 2015 & 2016, Poet of magic spells. #IFNRTG",56051,2134,1152,886,False,129023,False,False,False,1490300052,1,bot
225987587,Christina,bobeina,"Missoula, MT","I will steal your woman, sir🌈",1095,629,6,47786,False,69610,False,False,False,225987587,0,human
84219696,Larissa Riquelme,lari_riquelme,"Asunción, Paraguay","Modelo, Actriz, Tapas de las mejores Revistas del Mundo.🌎 📷 https://t.co/fRCJ8fBYV6 Contratos: liliberifru@hotmail.com 💍 @fabbrojony17  ❤️",899817,42,4655,117,True,18659,False,False,False,84219696,0,human
1081279532,Science Fan,ScienceFan4,Milky Way,,854,1301,126,22,False,91147,False,True,False,1081279532,1,bot
59985934,Italo #IR4M,italoomult,"Embu, São Paulo",Instagram - https://t.co/SP9FCO1R8K Facebook - https://t.co/US5OeeSYJG Publicidade: canalitalomatheus@hotmail.com,207868,44,0,45734,False,405220,False,False,False,59985934,1,bot
2895024571,ㅤ,DearBrokenMsgs,usa,,220693,209100,255,24,False,5191,False,True,False,2895024571,0,human
44310851,Rustem,Rustemka,,,1324,1889,0,0,False,5150,False,True,False,44310851,1,bot
2379160873,club ROSARIO,_clubROSARIO_,大阪市中央区東心斎橋2-4-6 さよかビル2F,ミナミで最も勢いのあるホストクラブグループ、GO Group 5号店！！ROSARIO ロザリオです！,745,825,5,1,False,9559,False,False,True,2379160873,1,bot
1209342523,The Originals,cworiginals,,Official account for #TheOriginals | Watch @cwlegacies  Thursday at 9/8c on The CW | Stream free only on The CW App!,1717111,59,2100,607,True,4465,False,False,False,1209342523,0,human
117202778,laura 🌻,Jai5SOS,5/4 ,"being a fangirl is so hard, my idols should pay me.👽 || lauragarciaj 👻 || ✨🌙",78610,89747,524,91774,False,136745,False,False,False,117202778,0,human
2729506932,Twinkle Khanna,mrsfunnybones,,A bona fide member of an ambiguous tribe of the new age Indian woman; heavily armed with the weapons of my choice : google and lame jokes.,5120701,82,953,1038,True,5458,False,True,False,2729506932,0,human
522220085,Indonesia Traveling,IDTraveling,Indonesia,"We Love Indonesian, info, traveling, social culture. #IDTraveling #IDTravelovers | Media Partner CP: 0812 9535 2255. / email: yukstraveling@gmail.com",92606,29,133,60,False,8594,False,False,False,522220085,0,human
2477327017,sr anitto 🐷,AnittaVerdades,Brasil,"Fã clube da cantora Anitta, informação e entretenimento!! Comentarista de BBB também!!!",3089,3907,19,10586,False,28848,False,False,False,2477327017,1,bot
1972216999,د. عبدالله النفيسي,DrAlnefisi,,الحساب الرسمي الوحيد د.عبدالله فهد النفيسي أستاذ العلوم السياسية University of Cambridge - Churchill College - UK- 1972 - Ph.D,2492897,0,4265,2,False,3113,False,True,False,1972216999,0,human
358233640,Matt Smith,13mattsmith,"St Petersburg, FL",wise words from an indecent man,847,1138,2,14636,False,36423,False,True,False,358233640,0,human
1160675580,البدر اللحاوي  1M,7b000,,أستغفر الله العلي العظيم وأتوب إليه..-Saudi Arabia.. #الجوف_طبرجل #الخاص_مهمل...,1179313,1180137,462,12,False,11590,False,True,False,1160675580,0,human
2161115061,Kierra Coffey,coffeycakes_23,,Im an asshole 017' 860.... ✈️ 386,905,1437,2,11921,False,9259,False,True,False,2161115061,0,human
57339160,CNBC Africa,cnbcafrica,Africa,"Find breaking news, multimedia, videos, reviews and opinions on African business, finance, private equity infrastructure and more. Watch CNBC Africa on DStv 410",198552,620,1721,518,True,78596,False,False,False,57339160,1,bot
15371662,MERALCO,meralco,Philippines,The OFFICIAL Twitter Account of the Manila Electric Company. Call Center: 16211 SMS Messaging: 0920-9716211(SMART)/0917-5516211(GLOBE)/0925-7716211 (SUN),2155295,23915,1513,1290,False,166374,False,False,False,15371662,1,bot
3313360990,Dawn French,Dawn_French,UK,"Official Twotting account for actress, author , nosey parker, mumpsimus, thalassophile and giddy eejit, Dawny McFrenchface.",321150,1077,638,19332,True,4272,False,True,False,3313360990,0,human
105783456,たっぷ,tapsansan,神奈川・池袋,水曜どうでしょう、CUE、ナックスさん達が好きな神奈川県民です。ゴリパラも最近好きです。お気軽にフォローミーヾ(´ω｀＝´ω｀)ノ,920,716,73,909,False,80840,False,False,False,105783456,1,bot
39927901,Nadeem Malik,nadeemmalik,ISLAMABAD,#NadeemMalikLive -:- (Mon to Thur 8pm 🇵🇰) Only ID on Facebook & Twitter @nadeemmalik (Managed by Team) - Watch Live: https://t.co/5AFyN8DpmD,2303744,498,1219,1,True,2397,False,False,False,39927901,0,human
1607223709,Indo_nesia3,Indo_nesia3,NOT FOUND,cc @akbarriyan,786,10,87,0,False,31453,False,True,False,1607223709,1,bot
107930490,Beautylish,beautylish,,We love makeup & beauty fiercely!,890996,173953,3621,6068,True,30099,False,False,False,107930490,0,human
2465436362,شامل نيوز 🇰🇼,liferdefempire,للتواصل  90948204,خدمة إخبارية شاملة - مرخصة من وزارة الإعلام,2063778,2141379,2063,634,True,62043,False,False,False,2465436362,1,bot
238291167,laura,boesings,tm/rs,⚢,1674,1122,5,25035,False,39956,False,False,False,238291167,0,human
80921539,oropeza jenny,jennyoro1,,“Periodismo es publicar lo que alguien no quiere que publiques. Todo lo demás son relaciones públicas.” George Orwell,145058,1414,1141,1388,False,51926,False,False,False,80921539,1,bot
3384167860,Rotsy Márquez,MarquezRotsy,,"18. Enamorada de las letras de @pulmonarios 💜 De ella, los animales y la naturaleza. Ni política ni religión. Del @DvoTachira Quiérete, ámate, gústate 23💜",1696,1225,29,15913,False,19695,False,False,False,3384167860,1,bot
46318078,Billy Horschel,BillyHo_Golf,Ponte Vedra Beach,"PGA Tour Player, UF Grad, Boston Sports Fan. Father to Skylar Lillian and Colbie Rae! Travel the world and play golf. Wouldn't change a thing! love my life!!",169519,260,1119,6192,True,16997,False,False,False,46318078,0,human
129082472,ジェネシック☆医薬品,asagiriasagi,パラ宿,プリパラはいいぞ。 規制垢→@asagichanprpr,1013,2462,60,60378,False,288782,False,False,False,129082472,1,bot
826754628,شبكة عقارات المملكة,aqrksa,,"حمل تطبيقنا المناسب لهاتفك أو أفتح موقعنا الالكتروني وسوق عقاراتك على الجمهور مباشرة بكل سهولة لأعلان والاستفسار التواصل
0502713451",118887,1256,166,341,False,25222,False,False,False,826754628,1,bot
822815182393065476,Hel,biebercellbit,,Desire 💙 Repetel 💙 Langer,4,2,0,6,False,3,False,True,False,822815182393065476,0,human
1130996444,حلم,7lm_Follow_Back,,,105569,82293,258,7,False,69997,False,True,False,1130996444,1,bot
1294912754,カンフー猫,kanfuneko,埼玉,声優さん業界推しです(≧▽≦)黒ネコ同盟、S.C.NANANET、m-smile、に入ってます。ゆいかおり、キタエリ、MISHAORU、PeaceLoveも好きですヾ(≧∇≦)特撮も大好きです。中国武術も大好きです♪カイロプラクターでもあります(≧∇≦)b気軽にフォローしてください(^^)/,1126,2313,38,13176,False,51784,False,True,False,1294912754,1,bot
375481345,Inspirational Quotes,InspowerMinds,,"Think Big, Dream Big, Believe Big and the Results Will Be Big. Sign Up for Mindset Early Access👇",1335442,15,5370,32,False,88322,False,False,False,375481345,1,bot
58432995,Lady (Michelle) Mone,MichelleMone,London,"The Baroness Mone of Mayfair OBE. Award Winning Entrepreneur, Global Speaker, Designer, Mentor, Government Biz Tsar 2015,No1 Autobiography ""My Fight To The Top""",397999,743,1055,226,True,22652,False,False,False,58432995,0,human
1606033945,柿 ピ ッ ピ  ⌒ ☆,chibireeei00,今年も君に会いに行こう,"(旧名)チビれーちゃんまん♡低浮上🙅22歳♡大阪♡柿ピー🙆ベルが大好き(ハロ夢人明弥正人)next 8/4,
5 ベル無料ワンマン×インスト♡V系♡色々きくけどベル1番♡妄想族副総長♡おもちモチモチ",850,1142,0,40743,False,93304,False,False,False,1606033945,1,bot
496584998,Callum Swan,CallumSwanny,,Professional thumb twiddler.,88281,589,151,0,True,4285,False,False,False,496584998,0,human
250191109,THEREALDAIISICKEEYY✨,Daiisickeeyy,"New Orleans, LA",minding my business & keeping my distance🖤,1166,1604,0,2070,False,20780,False,False,False,250191109,0,human
24693705,NERVO,nervomusic,,,1075927,39,2172,4271,False,8954,False,False,False,24693705,1,bot
1038380123710545920,زيادة متابعين,abo_rayan18,,,65,23,0,0,False,7,False,True,False,1038380123710545920,0,human
251686253,Anika Noni Rose,AnikaNoniRose,#TakingAKnee,Stacked like a can of Pringles. IG: AnikaAroundTheWorld. Not for the faint of Art. #CarmenJones #AssassinationNation #TheQuadBet #EverythingEverything #Power,121682,2305,792,14812,True,54192,False,False,False,251686253,0,human
299945621,Boy4ME.com,Boy4ME,México,"¡7 años siendo tu Revista Gay Online! - Información, Entretenimiento y Más. Todo lo que nos interesa saber del ambiente.",107447,99090,537,2839,False,161463,False,False,False,299945621,1,bot
242618658,AppSame,AppSame,"CA, TX ",A Conservative Political Marketing Firm helping to bring America back to its greatness https://t.co/cAiiMFlAQd,354410,208859,1381,212752,False,323597,False,False,False,242618658,1,bot
4082696954,xXGirlsTalkBoysXx,Banana_Kawaii13,☪Valle De Godric ☪,"❀No todas las personas somos felices como los demás❀

|Nací Con El Don De Guardarme Todo Lo Que Siento Y Matarme  Lentamente Con Mis Sentimientos|",806,3183,0,751,False,988,False,False,False,4082696954,0,human
17838453,Promotions-Marketing,abdo4,"Toronto, Ontario","My YouTube Channel
https://t.co/UNZHY9xcvm

Social Media & Video Promotions https://t.co/31yVUOcsFy",39817,29167,44,2887,False,10056,False,False,False,17838453,1,bot
592981251,أ. د. أحمد الباتلي,DrAhmadAlbatli,السعودية - الرياض,أستاذ السنة وعلومها بكلية أصول الدين - جامعة الإمام، صفحة الفيسبوك https://t.co/wSB4nGtZM4,136464,73,386,47,True,63229,False,True,False,592981251,1,bot
538949379,1TVNewsAF,1TVNewsAF,AFGHANISTAN,"1TV is a leading news and entertainment television station in Afghanistan. 1TV prides itself on rapid, objective, and factual reporting.",309255,52,339,142,True,80146,False,False,False,538949379,1,bot
178045174,Laura Ubfal,laubfal,,,970786,1940,1427,460,False,115423,False,False,False,178045174,1,bot
1196559378,Born to Workout,BornToWorkout,"New Castle, Delaware",Hi. My name is James Gold. I'm a Fitness trainer @ Born to Workout. My goal is to inspire and motivate you to live a better life.,0,0,0,55429,False,55520,False,True,False,1196559378,1,bot
178118507,αℓαнм∂ι  (؏),Abdullatif_9,الأهلي & برشلونة,سبحان الله وبحمده سبحان الله العظيم,95530,17803,37,21,False,67469,False,False,False,178118507,1,bot
544655767,Azza El-Garf,AzzaElGarf,,‏‏‏الحساب الرسمي للنائبة عزة الجرف عضو برلمان الثورة حزب الحرية والعدالة وعضو الجمعية التأسيسية لصياغة دستور الثورة - 2012- كاتبة صحفية - النصر صبر ساعة,247509,173,413,23165,True,15952,False,False,False,544655767,0,human
815647194,Fakhrul Rozi,10Rozzi_,Banda Aceh,"JANGAN PERNAH TANYAKAN SAYA SEJAK KAPAN SAYA MENCINTAI AC MILAN, TAPI TANYAKAN SAYA SAMPAI KAPAN KESETIAAN SAYA UNTUK MILAN..!!!!!! Milan per sempre nel coure:)",1112,679,5,113,False,31543,False,False,False,815647194,0,human
123580195,Lulu Santos,LuluSantos,"Rio de Janeiro, Brasil","Equinócio e Solstício , Leste, Oeste, Norte ou Sul , eu me chamo Luiz Mauricio, mais conhecido como Lulu ⚜️🔱",1531439,609,484,7637,True,13235,False,False,False,123580195,0,human
213240534,知ってたようで知らなかったこと,kanntigai_1,,100%フォロー返します。,834,1624,17,0,False,142379,False,True,True,213240534,1,bot
1293031512,خــــجـــل العتيبي¹ᴹ,__5jll__,الحجاز ,وقد تظن أنكَ مهزوم ، ثُم يأتيك لُطفُ الله ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,924037,747236,895,813,False,25818,False,True,False,1293031512,0,human
918372090,Hermaine M,HermaineM,South Africa,"#DEKADE EP OUT now on iTunes & other digital stores : https://t.co/wp5jlnQbYC


Bookings : bookings@agcrafts.co.za | PR : pr@agcrafts.co.za",362642,18994,546,8842,False,29763,False,True,False,918372090,0,human
73954053,chocquibtown,chocquibtown,"Chocó, Colombia","🔰Chocó, Colombia - South A ✌🏾️Agrupación nominada y ganadora de Grammy Lat 🖊Booking roadmanagerCQT@laindustriainc com 📱+57 317 3677658",1095072,753,1707,17986,True,17001,False,False,False,73954053,0,human
